Date,Store Name,Product_1,Product_2,Product_3,Product_4,Product_5,Product_6
2021-04-04,Store_C,60,157,38,11,20,41
2021-04-05,Store_C,131,56,102,85,15,15
2021-04-06,Store_C,68,169,44,13,61,6
2021-04-07,Store_C,205,161,87,60,10,18
2021-04-08,Store_C,233,157,146,76,19,38
2021-04-09,Store_C,97,84,83,93,69,10
2021-04-10,Store_C,295,30,68,53,50,1
2021-04-11,Store_C,78,115,55,22,55,30
2021-04-12,Store_C,195,67,114,18,28,17
2021-04-13,Store_C,136,57,40,89,50,33
2021-04-14,Store_C,271,36,53,17,30,13
2021-04-15,Store_C,78,39,24,81,24,10
2021-04-16,Store_C,216,57,25,11,14,46
2021-04-17,Store_C,155,197,136,33,27,4
2021-04-18,Store_C,86,198,70,20,65,20
2021-04-19,Store_C,60,120,91,62,22,44
2021-04-20,Store_C,204,113,126,51,29,30
2021-04-21,Store_C,159,160,44,25,47,7
2021-04-22,Store_C,286,196,53,10,6,42
2021-04-23,Store_C,108,168,94,66,65,13
2021-04-24,Store_C,294,164,21,65,68,46
2021-04-25,Store_C,264,120,25,58,42,49
2021-04-26,Store_C,243,174,97,71,35,37
2021-04-27,Store_C,153,77,44,52,59,26
2021-04-28,Store_C,264,168,35,75,71,13
2021-04-29,Store_C,266,88,33,57,29,21
2021-04-30,Store_C,116,140,101,53,51,48
2021-05-01,Store_C,152,48,69,94,46,42
2021-05-02,Store_C,57,179,46,77,25,9
2021-05-03,Store_C,110,119,38,73,34,9
2021-05-04,Store_C,238,115,59,76,24,25
2021-05-05,Store_C,135,196,32,70,31,30
2021-05-06,Store_C,117,66,124,64,43,5
2021-05-07,Store_C,122,157,139,59,16,8
2021-05-08,Store_C,82,64,69,93,50,49
2021-05-09,Store_C,109,108,92,22,9,43
2021-05-10,Store_C,157,170,117,86,28,19
2021-05-11,Store_C,104,92,131,76,70,2
2021-05-12,Store_C,181,131,76,69,72,48
2021-05-13,Store_C,164,169,113,67,15,30
2021-05-14,Store_C,167,173,36,56,71,10
2021-05-15,Store_C,207,100,141,76,41,38
2021-05-16,Store_C,157,91,137,97,65,5
2021-05-17,Store_C,80,110,29,63,7,6
2021-05-18,Store_C,67,149,101,51,65,24
2021-05-19,Store_C,159,67,138,43,77,8
2021-05-20,Store_C,147,80,129,70,72,40
2021-05-21,Store_C,54,134,105,58,53,28
2021-05-22,Store_C,144,77,45,73,8,38
2021-05-23,Store_C,193,48,135,30,17,15
2021-05-24,Store_C,224,121,37,41,7,1
2021-05-25,Store_C,82,89,114,36,26,33
2021-05-26,Store_C,168,63,118,34,65,17
2021-05-27,Store_C,181,92,95,15,57,16
2021-05-28,Store_C,211,180,58,89,40,8
2021-05-29,Store_C,270,77,53,79,63,39
2021-05-30,Store_C,95,88,123,64,45,32
2021-05-31,Store_C,198,60,96,58,25,42
2021-06-01,Store_C,116,136,81,78,64,13
2021-06-02,Store_C,266,61,37,33,17,46
2021-06-03,Store_C,119,128,125,70,77,16
2021-06-04,Store_C,223,151,145,85,57,11
2021-06-05,Store_C,202,126,45,35,55,17
2021-06-06,Store_C,281,176,129,95,74,18
2021-06-07,Store_C,128,168,64,15,28,44
2021-06-08,Store_C,271,51,114,90,55,11
2021-06-09,Store_C,87,100,67,51,59,36
2021-06-10,Store_C,102,57,124,87,5,7
2021-06-11,Store_C,184,77,60,25,19,36
2021-06-12,Store_C,240,197,118,61,64,26
2021-06-13,Store_C,195,83,81,66,32,28
2021-06-14,Store_C,216,95,128,56,37,24
2021-06-15,Store_C,274,88,101,14,39,9
2021-06-16,Store_C,57,175,104,43,17,45
2021-06-17,Store_C,109,179,83,96,51,25
2021-06-18,Store_C,107,42,69,33,53,33
2021-06-19,Store_C,85,113,47,82,45,21
2021-06-20,Store_C,261,46,81,39,72,19
2021-06-21,Store_C,211,195,93,12,28,38
2021-06-22,Store_C,70,141,61,73,6,15
2021-06-23,Store_C,133,120,123,93,67,3
2021-06-24,Store_C,285,58,98,86,73,25
2021-06-25,Store_C,188,172,71,73,63,25
2021-06-26,Store_C,118,56,102,87,68,17
2021-06-27,Store_C,168,137,46,41,78,16
2021-06-28,Store_C,229,75,111,10,13,19
2021-06-29,Store_C,223,189,86,86,67,19
2021-06-30,Store_C,171,130,41,92,34,13
2021-07-01,Store_C,261,195,144,32,20,25
2021-07-02,Store_C,50,184,71,22,75,30
2021-07-03,Store_C,245,152,117,48,43,36
2021-07-04,Store_C,223,130,34,52,5,5
2021-07-05,Store_C,272,127,108,65,38,19
2021-07-06,Store_C,233,164,27,45,16,32
2021-07-07,Store_C,110,41,33,69,14,27
2021-07-08,Store_C,287,37,75,10,51,39
2021-07-09,Store_C,279,102,46,41,38,11
2021-07-10,Store_C,287,98,93,23,66,29
2021-07-11,Store_C,274,133,136,11,40,2
2021-07-12,Store_C,155,80,71,42,29,36
2021-07-13,Store_C,153,132,103,16,34,25
2021-07-14,Store_C,88,38,119,74,71,24
2021-07-15,Store_C,259,138,88,74,19,18
2021-07-16,Store_C,82,135,60,32,38,4
2021-07-17,Store_C,245,135,123,22,77,9
2021-07-18,Store_C,180,177,118,27,14,12
2021-07-19,Store_C,217,99,88,96,47,39
2021-07-20,Store_C,279,44,21,74,60,32
2021-07-21,Store_C,124,117,129,27,21,40
2021-07-22,Store_C,271,75,146,91,14,29
2021-07-23,Store_C,85,145,53,18,19,11
2021-07-24,Store_C,83,133,44,73,31,42
2021-07-25,Store_C,82,184,132,39,53,19
2021-07-26,Store_C,119,184,65,74,23,8
2021-07-27,Store_C,271,145,62,36,70,2
2021-07-28,Store_C,58,100,78,43,9,27
2021-07-29,Store_C,231,32,116,91,66,4
2021-07-30,Store_C,193,46,130,11,73,15
2021-07-31,Store_C,97,39,146,42,49,39
2021-08-01,Store_C,79,48,89,62,41,3
2021-08-02,Store_C,70,177,120,31,24,19
2021-08-03,Store_C,55,112,23,99,36,6
2021-08-04,Store_C,133,45,126,10,35,2
2021-08-05,Store_C,294,164,24,64,19,42
2021-08-06,Store_C,198,80,139,70,72,12
2021-08-07,Store_C,221,167,22,12,50,36
2021-08-08,Store_C,260,131,132,14,6,12
2021-08-09,Store_C,73,112,27,37,65,20
2021-08-10,Store_C,263,120,43,81,36,13
2021-08-11,Store_C,238,88,80,68,30,38
2021-08-12,Store_C,76,93,76,62,71,7
2021-08-13,Store_C,284,46,32,65,16,48
2021-08-14,Store_C,148,40,111,41,16,46
2021-08-15,Store_C,70,100,27,76,31,2
2021-08-16,Store_C,214,138,110,98,32,5
2021-08-17,Store_C,219,166,77,74,55,4
2021-08-18,Store_C,264,169,47,27,50,36
2021-08-19,Store_C,82,83,26,12,70,34
2021-08-20,Store_C,299,164,139,30,66,27
2021-08-21,Store_C,177,77,113,58,69,31
2021-08-22,Store_C,51,184,80,44,43,8
2021-08-23,Store_C,121,87,47,50,10,2
2021-08-24,Store_C,67,197,97,94,25,41
2021-08-25,Store_C,293,84,121,50,54,38
2021-08-26,Store_C,238,144,35,22,31,12
2021-08-27,Store_C,91,133,46,40,51,37
2021-08-28,Store_C,224,128,81,88,36,25
2021-08-29,Store_C,297,61,56,84,50,49
2021-08-30,Store_C,210,67,143,73,60,17
2021-08-31,Store_C,56,69,51,99,32,23
2021-09-01,Store_C,68,156,129,47,44,36
2021-09-02,Store_C,141,127,138,91,61,40
2021-09-03,Store_C,185,135,89,59,75,44
2021-09-04,Store_C,169,144,89,53,7,19
2021-09-05,Store_C,198,135,78,66,71,22
2021-09-06,Store_C,193,165,119,88,8,25
2021-09-07,Store_C,179,178,117,99,77,43
2021-09-08,Store_C,174,67,56,12,29,31
2021-09-09,Store_C,227,191,88,51,27,38
2021-09-10,Store_C,221,184,73,14,72,27
2021-09-11,Store_C,252,161,103,23,54,24
2021-09-12,Store_C,91,183,123,11,8,46
2021-09-13,Store_C,91,109,54,70,40,46
2021-09-14,Store_C,280,31,139,80,14,22
2021-09-15,Store_C,131,70,87,18,39,40
2021-09-16,Store_C,246,78,129,80,29,29
2021-09-17,Store_C,230,105,32,53,21,25
2021-09-18,Store_C,61,95,61,75,35,3
2021-09-19,Store_C,123,178,81,82,31,4
2021-09-20,Store_C,156,118,39,32,78,0
2021-09-21,Store_C,184,155,42,11,33,22
2021-09-22,Store_C,216,146,27,31,24,25
2021-09-23,Store_C,121,49,45,46,24,22
2021-09-24,Store_C,286,84,42,83,29,44
2021-09-25,Store_C,255,71,60,58,21,10
2021-09-26,Store_C,236,168,33,87,45,0
2021-09-27,Store_C,76,198,54,92,48,8
2021-09-28,Store_C,277,136,130,83,50,30
2021-09-29,Store_C,57,46,98,17,34,6
2021-09-30,Store_C,277,117,70,13,8,29
2021-10-01,Store_C,291,154,92,77,73,9
2021-10-02,Store_C,118,60,36,83,14,20
2021-10-03,Store_C,186,114,140,23,65,13
2021-10-04,Store_C,152,147,28,27,26,19
2021-10-05,Store_C,175,174,77,31,38,30
2021-10-06,Store_C,160,109,118,80,34,35
2021-10-07,Store_C,196,195,131,59,57,45
2021-10-08,Store_C,188,114,30,80,65,20
2021-10-09,Store_C,285,162,123,17,47,29
2021-10-10,Store_C,123,72,96,58,74,12
2021-10-11,Store_C,100,37,35,13,62,37
2021-10-12,Store_C,55,188,93,14,61,5
2021-10-13,Store_C,107,123,101,57,24,3
2021-10-14,Store_C,116,123,79,43,76,18
2021-10-15,Store_C,271,53,39,98,68,28
2021-10-16,Store_C,266,76,69,79,69,36
2021-10-17,Store_C,268,55,128,32,58,41
2021-10-18,Store_C,85,41,52,93,70,12
2021-10-19,Store_C,121,99,133,25,62,25
2021-10-20,Store_C,76,49,98,11,61,14
2021-10-21,Store_C,235,194,91,62,18,4
2021-10-22,Store_C,124,99,27,88,71,25
2021-10-23,Store_C,159,134,128,91,63,37
2021-10-24,Store_C,65,31,111,97,21,48
2021-10-25,Store_C,169,35,62,18,5,34
2021-10-26,Store_C,92,124,22,42,43,44
2021-10-27,Store_C,219,161,59,79,68,2
2021-10-28,Store_C,284,153,61,57,15,4
2021-10-29,Store_C,92,106,21,36,44,4
2021-10-30,Store_C,284,70,50,78,19,17
2021-10-31,Store_C,93,135,47,93,30,11
2021-11-01,Store_C,237,119,107,97,74,41
2021-11-02,Store_C,184,184,89,28,68,10
2021-11-03,Store_C,249,159,123,88,58,24
2021-11-04,Store_C,264,105,44,99,57,41
2021-11-05,Store_C,140,59,49,30,59,47
2021-11-06,Store_C,146,130,40,62,79,17
2021-11-07,Store_C,218,191,26,44,5,35
2021-11-08,Store_C,162,197,78,81,34,4
2021-11-09,Store_C,162,67,128,17,14,33
2021-11-10,Store_C,175,146,108,40,46,17
2021-11-11,Store_C,84,68,116,37,71,6
2021-11-12,Store_C,50,182,113,33,24,48
2021-11-13,Store_C,142,135,148,15,27,0
2021-11-14,Store_C,84,155,95,21,6,46
2021-11-15,Store_C,256,101,43,28,56,4
2021-11-16,Store_C,237,82,115,43,65,21
2021-11-17,Store_C,62,143,60,85,18,18
2021-11-18,Store_C,229,88,23,43,29,0
2021-11-19,Store_C,64,173,40,46,68,34
2021-11-20,Store_C,129,197,36,72,68,49
2021-11-21,Store_C,104,155,138,10,61,22
2021-11-22,Store_C,123,130,58,83,50,7
2021-11-23,Store_C,64,194,117,48,70,2
2021-11-24,Store_C,63,93,38,52,79,40
2021-11-25,Store_C,158,142,67,17,29,41
2021-11-26,Store_C,62,36,110,63,41,11
2021-11-27,Store_C,62,122,58,26,61,34
2021-11-28,Store_C,184,101,92,34,15,9
2021-11-29,Store_C,166,192,41,27,37,8
2021-11-30,Store_C,295,181,141,95,73,36
2021-12-01,Store_C,157,153,119,43,31,0
2021-12-02,Store_C,70,155,144,50,15,47
2021-12-03,Store_C,229,83,143,18,25,48
2021-12-04,Store_C,296,88,102,82,14,33
2021-12-05,Store_C,195,32,111,46,55,23
2021-12-06,Store_C,165,140,48,14,15,31
2021-12-07,Store_C,90,130,137,91,45,14
2021-12-08,Store_C,94,182,138,37,56,21
2021-12-09,Store_C,172,57,138,85,42,21
2021-12-10,Store_C,254,128,137,73,39,12
2021-12-11,Store_C,241,193,51,64,27,33
2021-12-12,Store_C,292,87,49,60,22,32
2021-12-13,Store_C,239,118,144,78,9,1
2021-12-14,Store_C,149,184,29,49,9,8
2021-12-15,Store_C,182,80,60,18,53,26
2021-12-16,Store_C,110,51,122,64,33,42
2021-12-17,Store_C,76,118,62,18,47,36
2021-12-18,Store_C,117,191,92,30,12,24
2021-12-19,Store_C,143,183,139,65,41,45
2021-12-20,Store_C,68,67,87,34,29,39
2021-12-21,Store_C,212,162,40,10,6,30
2021-12-22,Store_C,106,58,28,57,56,30
2021-12-23,Store_C,149,171,21,14,57,19
2021-12-24,Store_C,170,162,36,90,42,20
2021-12-25,Store_C,192,152,142,31,32,13
2021-12-26,Store_C,257,58,73,72,79,2
2021-12-27,Store_C,144,103,115,76,72,37
2021-12-28,Store_C,224,53,124,55,28,37
2021-12-29,Store_C,222,193,109,45,48,14
2021-12-30,Store_C,233,117,148,42,20,16
2021-12-31,Store_C,75,40,93,19,13,34
2022-01-01,Store_C,173,122,60,93,52,43
2022-01-02,Store_C,254,77,38,49,14,3
2022-01-03,Store_C,66,156,109,49,48,13
2022-01-04,Store_C,215,181,51,11,68,8
2022-01-05,Store_C,253,85,83,74,9,11
2022-01-06,Store_C,74,91,39,25,66,4
2022-01-07,Store_C,118,180,44,10,72,43
2022-01-08,Store_C,56,111,20,61,41,45
2022-01-09,Store_C,60,117,80,49,19,30
2022-01-10,Store_C,60,176,128,86,42,48
2022-01-11,Store_C,96,45,72,25,45,19
2022-01-12,Store_C,187,77,78,63,32,17
2022-01-13,Store_C,273,116,111,89,77,49
2022-01-14,Store_C,74,34,63,97,73,48
2022-01-15,Store_C,107,171,39,18,61,5
2022-01-16,Store_C,94,120,41,32,64,44
2022-01-17,Store_C,194,165,46,88,46,41
2022-01-18,Store_C,240,82,130,39,9,20
2022-01-19,Store_C,225,93,142,43,7,14
2022-01-20,Store_C,199,45,132,54,51,16
2022-01-21,Store_C,285,192,70,95,22,13
2022-01-22,Store_C,72,171,117,73,12,14
2022-01-23,Store_C,57,56,146,39,67,0
2022-01-24,Store_C,236,92,108,92,16,43
2022-01-25,Store_C,151,104,39,66,34,43
2022-01-26,Store_C,101,106,136,60,72,37
2022-01-27,Store_C,85,189,92,83,55,17
2022-01-28,Store_C,124,149,88,73,59,30
2022-01-29,Store_C,212,127,66,42,50,44
2022-01-30,Store_C,264,169,147,31,51,23
2022-01-31,Store_C,94,178,49,23,69,25
2022-02-01,Store_C,241,113,104,26,74,32
2022-02-02,Store_C,50,116,75,32,11,41
2022-02-03,Store_C,166,193,91,82,54,12
2022-02-04,Store_C,77,179,132,95,43,21
2022-02-05,Store_C,252,81,99,59,64,11
2022-02-06,Store_C,127,158,91,62,48,46
2022-02-07,Store_C,103,59,101,73,8,30
2022-02-08,Store_C,218,155,95,70,51,33
2022-02-09,Store_C,187,170,117,44,75,6
2022-02-10,Store_C,280,66,65,17,30,6
2022-02-11,Store_C,218,117,25,27,44,30
2022-02-12,Store_C,154,198,88,75,23,13
2022-02-13,Store_C,253,165,42,14,56,39
2022-02-14,Store_C,164,68,35,36,18,1
2022-02-15,Store_C,99,51,56,13,25,44
2022-02-16,Store_C,111,148,92,41,40,49
2022-02-17,Store_C,184,37,145,25,7,27
2022-02-18,Store_C,288,124,113,10,60,16
2022-02-19,Store_C,140,189,94,78,58,13
2022-02-20,Store_C,113,134,82,24,14,9
2022-02-21,Store_C,50,114,34,84,25,10
2022-02-22,Store_C,137,199,45,97,44,36
2022-02-23,Store_C,176,76,130,64,54,30
2022-02-24,Store_C,165,171,88,57,21,2
2022-02-25,Store_C,278,88,108,35,64,0
2022-02-26,Store_C,185,49,92,25,40,40
2022-02-27,Store_C,56,31,95,63,72,27
2022-02-28,Store_C,83,47,20,33,8,6
2022-03-01,Store_C,159,30,38,73,17,12
2022-03-02,Store_C,113,149,119,69,23,21
2022-03-03,Store_C,159,61,49,62,6,15
2022-03-04,Store_C,57,108,55,69,47,21
2022-03-05,Store_C,117,153,139,66,59,36
2022-03-06,Store_C,235,126,46,17,13,39
2022-03-07,Store_C,188,197,58,26,11,44
2022-03-08,Store_C,249,63,20,81,65,22
2022-03-09,Store_C,105,140,21,34,40,9
2022-03-10,Store_C,55,88,49,83,6,19
2022-03-11,Store_C,111,112,148,62,14,36
2022-03-12,Store_C,205,86,60,70,52,45
2022-03-13,Store_C,168,147,106,84,31,29
2022-03-14,Store_C,91,141,125,24,68,13
2022-03-15,Store_C,94,108,23,64,20,26
2022-03-16,Store_C,64,42,132,14,23,19
2022-03-17,Store_C,165,67,146,66,54,29
2022-03-18,Store_C,278,78,144,77,30,40
2022-03-19,Store_C,218,167,113,18,28,13
2022-03-20,Store_C,87,40,68,12,70,33
2022-03-21,Store_C,159,198,59,28,40,23
2022-03-22,Store_C,184,171,85,14,33,29
2022-03-23,Store_C,273,182,123,72,46,15
2022-03-24,Store_C,78,81,64,94,49,14
2022-03-25,Store_C,250,144,59,98,77,7
2022-03-26,Store_C,50,36,22,11,16,33
2022-03-27,Store_C,116,30,45,25,52,8
2022-03-28,Store_C,86,42,127,24,48,7
2022-03-29,Store_C,235,52,117,29,25,35
2022-03-30,Store_C,259,124,136,91,71,37
2022-03-31,Store_C,283,80,104,58,65,7
2022-04-01,Store_C,77,150,56,22,22,5
2022-04-02,Store_C,59,184,145,23,37,19
2022-04-03,Store_C,275,194,39,51,56,27
2022-04-04,Store_C,59,175,109,49,12,3
2022-04-05,Store_C,149,91,74,73,54,7
2022-04-06,Store_C,204,155,122,57,17,10
2022-04-07,Store_C,186,197,90,63,38,12
2022-04-08,Store_C,292,53,73,85,6,32
2022-04-09,Store_C,79,145,38,34,40,10
2022-04-10,Store_C,159,157,35,17,77,20
2022-04-11,Store_C,159,84,142,70,41,24
2022-04-12,Store_C,258,47,144,44,5,8
2022-04-13,Store_C,235,107,106,90,10,12
2022-04-14,Store_C,292,36,56,27,74,26
2022-04-15,Store_C,286,78,33,25,29,8
2022-04-16,Store_C,156,33,86,88,19,35
2022-04-17,Store_C,54,106,129,84,77,16
2022-04-18,Store_C,290,147,73,66,34,27
2022-04-19,Store_C,93,142,110,31,23,7
2022-04-20,Store_C,153,175,21,63,38,21
2022-04-21,Store_C,174,83,114,51,23,25
2022-04-22,Store_C,212,102,122,16,21,23
2022-04-23,Store_C,92,194,100,98,69,18
2022-04-24,Store_C,263,179,86,20,72,22
2022-04-25,Store_C,85,49,104,12,67,1
2022-04-26,Store_C,220,99,31,13,67,15
2022-04-27,Store_C,175,87,87,14,11,11
2022-04-28,Store_C,156,67,121,45,61,28
2022-04-29,Store_C,203,170,49,10,45,40
2022-04-30,Store_C,87,127,138,30,19,39
2022-05-01,Store_C,159,66,43,56,23,49
2022-05-02,Store_C,229,46,38,37,78,45
2022-05-03,Store_C,281,60,114,61,63,45
2022-05-04,Store_C,293,89,126,76,70,34
2022-05-05,Store_C,207,113,149,81,66,46
2022-05-06,Store_C,106,105,39,91,62,14
2022-05-07,Store_C,241,42,105,10,54,3
2022-05-08,Store_C,231,49,57,68,11,34
2022-05-09,Store_C,264,74,38,95,52,31
2022-05-10,Store_C,156,33,102,70,15,20
2022-05-11,Store_C,280,173,37,29,73,29
2022-05-12,Store_C,122,109,61,65,65,38
2022-05-13,Store_C,213,190,146,51,49,9
2022-05-14,Store_C,96,90,84,47,28,31
2022-05-15,Store_C,260,45,39,82,26,1
2022-05-16,Store_C,231,164,141,44,72,34
2022-05-17,Store_C,170,31,63,73,29,37
2022-05-18,Store_C,110,152,60,66,14,27
2022-05-19,Store_C,281,39,76,99,47,23
2022-05-20,Store_C,133,91,126,95,8,47
2022-05-21,Store_C,254,123,74,99,30,40
2022-05-22,Store_C,85,108,139,37,22,9
2022-05-23,Store_C,125,78,94,83,24,39
2022-05-24,Store_C,247,105,143,90,29,24
2022-05-25,Store_C,188,78,84,89,24,0
2022-05-26,Store_C,78,196,48,39,16,35
2022-05-27,Store_C,157,183,52,79,78,14
2022-05-28,Store_C,127,109,117,21,47,48
2022-05-29,Store_C,236,182,78,41,47,17
2022-05-30,Store_C,229,44,144,74,70,48
2022-05-31,Store_C,80,174,49,82,77,48
2022-06-01,Store_C,85,192,39,67,77,47
2022-06-02,Store_C,235,35,61,77,42,4
2022-06-03,Store_C,210,185,93,94,26,22
2022-06-04,Store_C,260,179,120,49,21,45
2022-06-05,Store_C,278,146,149,21,20,33
2022-06-06,Store_C,176,66,30,62,51,25
2022-06-07,Store_C,207,32,75,20,16,44
2022-06-08,Store_C,255,38,66,68,73,3
2022-06-09,Store_C,294,148,137,72,69,19
2022-06-10,Store_C,299,138,53,37,50,39
2022-06-11,Store_C,91,39,122,87,43,11
2022-06-12,Store_C,178,184,34,56,33,8
2022-06-13,Store_C,54,115,61,45,60,26
2022-06-14,Store_C,130,167,42,87,57,26
2022-06-15,Store_C,194,125,33,17,61,21
2022-06-16,Store_C,259,47,77,22,41,42
2022-06-17,Store_C,260,131,137,84,49,15
2022-06-18,Store_C,295,70,37,79,31,48
2022-06-19,Store_C,275,189,40,61,20,45
2022-06-20,Store_C,97,82,102,60,54,45
2022-06-21,Store_C,220,178,104,81,16,49
2022-06-22,Store_C,269,156,149,94,36,32
2022-06-23,Store_C,215,113,96,46,11,36
2022-06-24,Store_C,107,116,131,25,48,8
2022-06-25,Store_C,238,118,137,13,69,41
2022-06-26,Store_C,229,130,110,41,60,2
2022-06-27,Store_C,277,47,43,34,73,49
2022-06-28,Store_C,133,199,111,90,61,31
2022-06-29,Store_C,227,46,48,44,11,4
2022-06-30,Store_C,100,89,139,24,60,0
2022-07-01,Store_C,55,153,80,67,36,17
2022-07-02,Store_C,258,32,94,93,69,8
2022-07-03,Store_C,159,163,132,97,50,33
2022-07-04,Store_C,78,161,114,22,31,20
2022-07-05,Store_C,215,192,125,26,13,18
2022-07-06,Store_C,182,147,118,15,29,32
2022-07-07,Store_C,240,98,108,80,71,32
2022-07-08,Store_C,217,96,49,15,62,3
2022-07-09,Store_C,105,76,31,30,69,21
2022-07-10,Store_C,112,114,90,77,59,34
2022-07-11,Store_C,139,117,148,59,42,25
2022-07-12,Store_C,79,126,85,94,72,8
2022-07-13,Store_C,281,84,45,74,14,15
2022-07-14,Store_C,234,39,78,73,76,39
2022-07-15,Store_C,233,62,87,74,44,21
2022-07-16,Store_C,196,115,51,52,60,38
2022-07-17,Store_C,298,159,105,31,76,13
2022-07-18,Store_C,70,172,139,30,43,19
2022-07-19,Store_C,215,85,112,95,20,41
2022-07-20,Store_C,257,157,96,46,45,36
2022-07-21,Store_C,56,102,20,19,62,41
2022-07-22,Store_C,248,112,61,60,20,1
2022-07-23,Store_C,259,173,149,15,11,13
2022-07-24,Store_C,99,97,109,86,34,36
2022-07-25,Store_C,295,79,47,36,9,21
2022-07-26,Store_C,141,132,27,78,12,39
2022-07-27,Store_C,281,77,144,85,38,33
2022-07-28,Store_C,293,123,85,82,78,32
2022-07-29,Store_C,148,164,86,86,55,20
2022-07-30,Store_C,207,199,76,80,54,4
2022-07-31,Store_C,177,31,142,35,8,0
2022-08-01,Store_C,214,182,140,12,33,21
2022-08-02,Store_C,92,102,82,84,45,42
2022-08-03,Store_C,234,198,75,14,32,28
