Date,Store Name,Product_1,Product_2,Product_3,Product_4,Product_5,Product_6
2021-03-04,Store_B,54,140,70,55,68,44
2021-03-05,Store_B,239,75,53,19,52,28
2021-03-06,Store_B,287,64,91,41,21,48
2021-03-07,Store_B,272,170,66,75,69,11
2021-03-08,Store_B,191,172,112,99,36,10
2021-03-09,Store_B,268,62,63,67,28,6
2021-03-10,Store_B,194,59,149,91,79,37
2021-03-11,Store_B,108,135,82,74,22,18
2021-03-12,Store_B,201,164,109,67,52,35
2021-03-13,Store_B,188,89,134,58,71,14
2021-03-14,Store_B,149,88,69,90,53,15
2021-03-15,Store_B,205,171,86,13,27,31
2021-03-16,Store_B,151,177,67,60,42,16
2021-03-17,Store_B,189,71,51,24,41,46
2021-03-18,Store_B,239,40,125,60,40,6
2021-03-19,Store_B,67,199,91,93,59,23
2021-03-20,Store_B,285,34,34,78,39,33
2021-03-21,Store_B,101,190,98,46,27,27
2021-03-22,Store_B,248,41,84,84,68,14
2021-03-23,Store_B,113,125,98,67,67,28
2021-03-24,Store_B,236,57,78,97,22,45
2021-03-25,Store_B,175,77,69,38,9,49
2021-03-26,Store_B,211,76,40,52,26,29
2021-03-27,Store_B,293,76,126,60,69,36
2021-03-28,Store_B,251,45,52,72,70,19
2021-03-29,Store_B,184,63,52,88,51,44
2021-03-30,Store_B,214,31,43,28,58,32
2021-03-31,Store_B,102,58,59,96,62,34
2021-04-01,Store_B,196,46,142,90,15,19
2021-04-02,Store_B,74,53,145,40,64,32
2021-04-03,Store_B,123,34,149,47,76,22
2021-04-04,Store_B,216,158,50,14,16,42
2021-04-05,Store_B,232,51,108,16,19,33
2021-04-06,Store_B,223,80,107,17,68,12
2021-04-07,Store_B,180,130,26,24,25,0
2021-04-08,Store_B,105,128,127,17,14,13
2021-04-09,Store_B,186,195,32,46,36,42
2021-04-10,Store_B,142,171,84,13,10,29
2021-04-11,Store_B,59,149,149,90,17,0
2021-04-12,Store_B,243,150,51,67,13,1
2021-04-13,Store_B,233,79,29,72,63,8
2021-04-14,Store_B,165,154,117,63,26,14
2021-04-15,Store_B,221,159,54,59,73,18
2021-04-16,Store_B,68,135,115,61,17,47
2021-04-17,Store_B,247,187,46,59,19,5
2021-04-18,Store_B,88,183,84,23,47,13
2021-04-19,Store_B,54,37,45,19,78,39
2021-04-20,Store_B,219,35,100,87,74,40
2021-04-21,Store_B,112,125,71,81,44,4
2021-04-22,Store_B,285,189,60,34,14,45
2021-04-23,Store_B,168,49,24,93,43,9
2021-04-24,Store_B,177,109,136,13,41,15
2021-04-25,Store_B,297,50,36,77,9,20
2021-04-26,Store_B,214,40,106,57,30,23
2021-04-27,Store_B,94,48,132,61,48,36
2021-04-28,Store_B,130,192,133,57,23,23
2021-04-29,Store_B,93,108,54,35,65,28
2021-04-30,Store_B,91,171,112,63,44,9
2021-05-01,Store_B,219,193,140,78,28,33
2021-05-02,Store_B,162,167,139,87,41,41
2021-05-03,Store_B,257,144,78,72,26,9
2021-05-04,Store_B,271,133,39,50,39,39
2021-05-05,Store_B,99,126,126,17,72,25
2021-05-06,Store_B,101,32,131,31,27,15
2021-05-07,Store_B,267,46,103,76,79,2
2021-05-08,Store_B,247,41,35,82,15,0
2021-05-09,Store_B,61,137,25,59,29,34
2021-05-10,Store_B,194,100,115,42,45,8
2021-05-11,Store_B,86,69,63,24,12,1
2021-05-12,Store_B,257,92,77,95,67,1
2021-05-13,Store_B,292,186,80,84,78,3
2021-05-14,Store_B,137,182,28,99,26,48
2021-05-15,Store_B,246,72,86,97,46,0
2021-05-16,Store_B,173,118,110,60,24,44
2021-05-17,Store_B,193,155,91,33,67,3
2021-05-18,Store_B,199,162,117,65,23,13
2021-05-19,Store_B,87,180,100,83,44,26
2021-05-20,Store_B,54,112,91,17,42,29
2021-05-21,Store_B,62,80,139,32,19,37
2021-05-22,Store_B,293,66,109,49,31,18
2021-05-23,Store_B,93,182,80,98,48,40
2021-05-24,Store_B,68,68,129,74,61,23
2021-05-25,Store_B,102,175,122,83,64,36
2021-05-26,Store_B,165,126,89,25,26,45
2021-05-27,Store_B,112,76,91,50,50,13
2021-05-28,Store_B,146,113,40,26,70,27
2021-05-29,Store_B,85,143,55,99,60,41
2021-05-30,Store_B,70,136,101,10,5,14
2021-05-31,Store_B,176,143,111,60,21,19
2021-06-01,Store_B,271,125,64,24,66,33
2021-06-02,Store_B,119,75,71,71,66,41
2021-06-03,Store_B,291,49,95,53,33,31
2021-06-04,Store_B,181,61,56,93,44,6
2021-06-05,Store_B,219,101,58,10,23,19
2021-06-06,Store_B,290,179,65,49,69,46
2021-06-07,Store_B,110,185,125,60,74,30
2021-06-08,Store_B,211,39,85,25,43,10
2021-06-09,Store_B,65,64,72,51,32,26
2021-06-10,Store_B,116,169,36,93,67,33
2021-06-11,Store_B,186,136,88,24,78,23
2021-06-12,Store_B,199,172,60,62,25,24
2021-06-13,Store_B,292,108,149,25,68,38
2021-06-14,Store_B,80,199,118,32,13,33
2021-06-15,Store_B,104,198,40,97,41,28
2021-06-16,Store_B,75,102,86,71,50,23
2021-06-17,Store_B,60,174,71,88,18,28
2021-06-18,Store_B,159,92,37,58,67,14
2021-06-19,Store_B,99,89,118,77,5,38
2021-06-20,Store_B,75,138,48,18,66,25
2021-06-21,Store_B,114,56,124,56,24,44
2021-06-22,Store_B,195,100,103,39,70,26
2021-06-23,Store_B,216,135,138,16,70,29
2021-06-24,Store_B,260,159,139,21,47,37
2021-06-25,Store_B,275,188,101,23,13,39
2021-06-26,Store_B,108,57,40,22,16,48
2021-06-27,Store_B,158,93,138,62,15,10
2021-06-28,Store_B,236,138,84,85,29,38
2021-06-29,Store_B,154,163,46,36,48,40
2021-06-30,Store_B,250,66,82,77,35,11
2021-07-01,Store_B,223,97,127,28,5,37
2021-07-02,Store_B,107,66,126,45,10,25
2021-07-03,Store_B,98,34,72,27,16,4
2021-07-04,Store_B,78,139,35,90,26,1
2021-07-05,Store_B,197,186,126,78,26,28
2021-07-06,Store_B,51,176,73,19,9,11
2021-07-07,Store_B,114,134,51,42,10,10
2021-07-08,Store_B,131,140,93,80,62,17
2021-07-09,Store_B,169,101,116,82,76,3
2021-07-10,Store_B,66,40,128,66,7,30
2021-07-11,Store_B,297,40,79,86,40,5
2021-07-12,Store_B,155,119,89,27,7,14
2021-07-13,Store_B,188,123,107,44,69,10
2021-07-14,Store_B,169,107,71,42,26,42
2021-07-15,Store_B,99,115,97,29,69,44
2021-07-16,Store_B,144,166,83,53,39,13
2021-07-17,Store_B,245,186,25,70,63,35
2021-07-18,Store_B,79,173,61,79,77,34
2021-07-19,Store_B,193,192,100,19,21,20
2021-07-20,Store_B,233,136,85,87,48,44
2021-07-21,Store_B,135,47,75,88,40,32
2021-07-22,Store_B,146,56,56,62,11,44
2021-07-23,Store_B,124,148,69,60,64,28
2021-07-24,Store_B,258,140,89,66,65,14
2021-07-25,Store_B,164,151,41,70,35,39
2021-07-26,Store_B,115,49,51,98,42,30
2021-07-27,Store_B,83,58,38,19,63,10
2021-07-28,Store_B,252,74,136,53,51,36
2021-07-29,Store_B,149,122,65,33,64,11
2021-07-30,Store_B,203,170,116,81,66,24
2021-07-31,Store_B,171,76,113,96,27,41
2021-08-01,Store_B,191,90,33,50,26,39
2021-08-02,Store_B,258,171,68,12,38,23
2021-08-03,Store_B,107,195,74,19,35,29
2021-08-04,Store_B,213,119,59,79,18,21
2021-08-05,Store_B,198,78,149,65,9,15
2021-08-06,Store_B,238,149,139,84,61,40
2021-08-07,Store_B,57,91,23,32,14,5
2021-08-08,Store_B,279,85,40,85,56,9
2021-08-09,Store_B,218,141,30,33,21,10
2021-08-10,Store_B,50,159,134,79,63,24
2021-08-11,Store_B,198,112,57,37,38,19
2021-08-12,Store_B,116,187,131,84,45,47
2021-08-13,Store_B,86,32,81,39,28,12
2021-08-14,Store_B,255,169,40,58,48,27
2021-08-15,Store_B,222,173,65,15,24,9
2021-08-16,Store_B,137,113,134,69,14,42
2021-08-17,Store_B,180,102,132,34,54,0
2021-08-18,Store_B,144,148,111,41,54,18
2021-08-19,Store_B,252,52,73,59,21,15
2021-08-20,Store_B,278,97,99,19,27,4
2021-08-21,Store_B,175,50,120,13,51,27
2021-08-22,Store_B,130,174,117,70,54,6
2021-08-23,Store_B,149,161,72,29,19,18
2021-08-24,Store_B,217,110,48,98,19,47
2021-08-25,Store_B,67,156,55,78,22,22
2021-08-26,Store_B,152,143,131,63,63,42
2021-08-27,Store_B,212,79,70,29,54,36
2021-08-28,Store_B,289,77,22,73,61,5
2021-08-29,Store_B,238,80,127,56,34,9
2021-08-30,Store_B,281,158,122,97,44,45
2021-08-31,Store_B,113,41,52,13,66,30
2021-09-01,Store_B,126,127,97,98,52,21
2021-09-02,Store_B,87,197,72,23,15,26
2021-09-03,Store_B,252,188,82,87,50,27
2021-09-04,Store_B,115,51,147,10,24,9
2021-09-05,Store_B,279,75,69,57,5,6
2021-09-06,Store_B,183,104,59,21,53,49
2021-09-07,Store_B,182,74,139,25,7,26
2021-09-08,Store_B,61,143,54,25,7,17
2021-09-09,Store_B,184,64,52,53,32,13
2021-09-10,Store_B,93,106,119,47,64,21
2021-09-11,Store_B,86,58,88,59,17,43
2021-09-12,Store_B,64,127,58,24,43,4
2021-09-13,Store_B,135,184,49,29,57,32
2021-09-14,Store_B,88,122,90,89,48,26
2021-09-15,Store_B,63,123,120,17,25,0
2021-09-16,Store_B,72,81,38,83,39,4
2021-09-17,Store_B,203,140,35,57,53,38
2021-09-18,Store_B,146,191,139,49,35,45
2021-09-19,Store_B,126,152,27,30,18,28
2021-09-20,Store_B,98,80,40,13,34,9
2021-09-21,Store_B,139,40,122,47,35,38
2021-09-22,Store_B,90,121,113,73,63,37
2021-09-23,Store_B,269,65,91,91,55,38
2021-09-24,Store_B,134,118,135,53,55,19
2021-09-25,Store_B,238,106,113,82,78,44
2021-09-26,Store_B,69,46,101,25,73,5
2021-09-27,Store_B,143,118,75,13,41,19
2021-09-28,Store_B,221,96,131,14,53,21
2021-09-29,Store_B,270,138,48,14,20,21
2021-09-30,Store_B,232,166,25,26,70,6
2021-10-01,Store_B,96,140,147,61,54,16
2021-10-02,Store_B,117,31,121,15,64,33
2021-10-03,Store_B,105,194,124,17,57,31
2021-10-04,Store_B,179,85,38,58,40,48
2021-10-05,Store_B,72,56,108,99,28,30
2021-10-06,Store_B,72,158,54,55,73,11
2021-10-07,Store_B,58,153,103,38,65,7
2021-10-08,Store_B,217,188,94,29,53,34
2021-10-09,Store_B,135,78,60,69,13,9
2021-10-10,Store_B,257,145,38,33,70,45
2021-10-11,Store_B,247,132,135,77,55,20
2021-10-12,Store_B,242,119,65,85,64,43
2021-10-13,Store_B,159,55,46,99,57,47
2021-10-14,Store_B,289,40,52,96,68,22
2021-10-15,Store_B,148,147,22,63,68,24
2021-10-16,Store_B,249,65,51,98,44,22
2021-10-17,Store_B,191,93,43,59,59,5
2021-10-18,Store_B,284,43,24,88,64,3
2021-10-19,Store_B,51,198,70,55,51,9
2021-10-20,Store_B,167,158,110,78,73,22
2021-10-21,Store_B,129,91,34,36,7,39
2021-10-22,Store_B,97,63,89,93,51,35
2021-10-23,Store_B,159,91,53,83,31,36
2021-10-24,Store_B,212,55,85,15,5,12
2021-10-25,Store_B,124,55,70,26,37,30
2021-10-26,Store_B,139,185,30,56,25,9
2021-10-27,Store_B,143,174,53,70,33,41
2021-10-28,Store_B,123,103,148,91,5,28
2021-10-29,Store_B,229,150,137,45,64,12
2021-10-30,Store_B,280,152,126,73,25,0
2021-10-31,Store_B,111,57,92,22,58,39
2021-11-01,Store_B,152,145,93,51,9,33
2021-11-02,Store_B,249,177,127,73,36,33
2021-11-03,Store_B,267,87,125,12,59,22
2021-11-04,Store_B,60,69,20,70,55,45
2021-11-05,Store_B,114,159,119,60,52,34
2021-11-06,Store_B,65,118,42,46,60,8
2021-11-07,Store_B,122,179,63,97,32,6
2021-11-08,Store_B,108,67,134,88,31,32
2021-11-09,Store_B,59,136,35,72,76,23
2021-11-10,Store_B,191,58,21,46,37,40
2021-11-11,Store_B,216,127,48,66,61,35
2021-11-12,Store_B,74,190,53,63,77,42
2021-11-13,Store_B,92,174,27,66,74,44
2021-11-14,Store_B,137,130,109,78,26,15
2021-11-15,Store_B,50,192,83,78,77,36
2021-11-16,Store_B,231,51,119,41,48,15
2021-11-17,Store_B,290,38,106,98,42,17
2021-11-18,Store_B,60,176,149,90,45,0
2021-11-19,Store_B,250,71,81,21,60,43
2021-11-20,Store_B,162,165,107,36,14,32
2021-11-21,Store_B,55,155,94,92,22,28
2021-11-22,Store_B,54,94,112,40,67,33
2021-11-23,Store_B,289,198,23,47,23,1
2021-11-24,Store_B,161,35,30,73,43,24
2021-11-25,Store_B,184,78,114,17,71,39
2021-11-26,Store_B,110,37,84,45,33,18
2021-11-27,Store_B,119,54,59,66,53,34
2021-11-28,Store_B,150,162,99,82,32,1
2021-11-29,Store_B,207,76,21,34,73,24
2021-11-30,Store_B,115,144,142,36,34,48
2021-12-01,Store_B,143,40,54,45,75,48
2021-12-02,Store_B,171,183,120,40,42,23
2021-12-03,Store_B,85,49,113,16,55,21
2021-12-04,Store_B,256,71,26,92,31,2
2021-12-05,Store_B,81,97,124,21,25,15
2021-12-06,Store_B,264,181,25,37,15,45
2021-12-07,Store_B,166,31,94,32,68,6
2021-12-08,Store_B,256,85,33,65,74,0
2021-12-09,Store_B,195,95,143,72,21,17
2021-12-10,Store_B,157,171,148,81,20,24
2021-12-11,Store_B,285,82,24,80,18,3
2021-12-12,Store_B,79,104,135,76,18,7
2021-12-13,Store_B,204,95,141,28,59,28
2021-12-14,Store_B,147,33,103,72,12,31
2021-12-15,Store_B,201,192,20,35,19,22
2021-12-16,Store_B,184,44,89,61,35,10
2021-12-17,Store_B,285,80,54,17,41,3
2021-12-18,Store_B,205,144,52,80,39,28
2021-12-19,Store_B,72,192,50,43,44,44
2021-12-20,Store_B,273,175,33,15,58,47
2021-12-21,Store_B,262,43,102,44,26,10
2021-12-22,Store_B,100,100,21,69,30,49
2021-12-23,Store_B,109,159,103,36,55,6
2021-12-24,Store_B,203,62,60,92,50,27
2021-12-25,Store_B,245,177,68,73,21,46
2021-12-26,Store_B,281,105,36,28,52,6
2021-12-27,Store_B,137,38,93,69,65,25
2021-12-28,Store_B,84,187,147,14,66,23
2021-12-29,Store_B,196,41,60,38,9,17
2021-12-30,Store_B,129,191,139,86,7,12
2021-12-31,Store_B,121,54,110,21,17,42
2022-01-01,Store_B,98,159,125,67,66,11
2022-01-02,Store_B,236,122,72,30,50,29
2022-01-03,Store_B,192,44,28,89,61,27
2022-01-04,Store_B,172,60,79,19,38,3
2022-01-05,Store_B,111,85,56,13,13,33
2022-01-06,Store_B,63,196,49,71,60,15
2022-01-07,Store_B,142,164,28,85,7,12
2022-01-08,Store_B,188,141,97,79,53,16
2022-01-09,Store_B,114,46,31,19,63,36
2022-01-10,Store_B,181,92,74,53,76,49
2022-01-11,Store_B,88,132,103,77,77,29
2022-01-12,Store_B,227,52,146,12,76,13
2022-01-13,Store_B,287,39,131,49,43,28
2022-01-14,Store_B,165,106,90,60,74,29
2022-01-15,Store_B,190,138,95,16,42,36
2022-01-16,Store_B,151,79,101,89,56,5
2022-01-17,Store_B,213,78,99,28,47,28
2022-01-18,Store_B,294,96,29,88,6,37
2022-01-19,Store_B,61,31,62,84,39,10
2022-01-20,Store_B,155,33,142,82,43,18
2022-01-21,Store_B,111,82,52,83,74,1
2022-01-22,Store_B,64,54,95,20,35,28
2022-01-23,Store_B,147,104,125,13,10,24
2022-01-24,Store_B,191,111,45,18,79,9
2022-01-25,Store_B,108,118,31,21,45,43
2022-01-26,Store_B,297,92,101,96,19,30
2022-01-27,Store_B,175,199,66,16,69,15
2022-01-28,Store_B,227,188,98,76,9,30
2022-01-29,Store_B,256,190,39,75,42,27
2022-01-30,Store_B,280,187,56,76,78,0
2022-01-31,Store_B,223,98,48,11,58,4
2022-02-01,Store_B,191,198,24,18,7,3
2022-02-02,Store_B,97,34,31,67,72,2
2022-02-03,Store_B,171,169,96,35,37,12
2022-02-04,Store_B,241,117,74,91,18,47
2022-02-05,Store_B,110,122,82,88,37,9
2022-02-06,Store_B,256,126,129,78,15,0
2022-02-07,Store_B,173,152,71,79,21,38
2022-02-08,Store_B,247,115,54,51,69,9
2022-02-09,Store_B,61,52,149,33,9,23
2022-02-10,Store_B,220,33,83,14,74,22
2022-02-11,Store_B,217,59,42,42,53,34
2022-02-12,Store_B,58,185,93,24,41,40
2022-02-13,Store_B,76,92,79,33,21,8
2022-02-14,Store_B,152,127,107,18,74,37
2022-02-15,Store_B,210,125,54,64,9,11
2022-02-16,Store_B,299,37,90,17,22,2
2022-02-17,Store_B,152,121,118,31,12,26
2022-02-18,Store_B,299,66,73,42,77,32
2022-02-19,Store_B,212,105,91,64,60,42
2022-02-20,Store_B,78,68,74,53,21,3
2022-02-21,Store_B,246,33,112,66,5,35
2022-02-22,Store_B,227,74,31,96,39,8
2022-02-23,Store_B,249,157,92,29,52,43
2022-02-24,Store_B,161,79,89,78,47,38
2022-02-25,Store_B,253,62,42,42,45,41
2022-02-26,Store_B,225,100,64,13,64,35
2022-02-27,Store_B,156,106,87,23,39,37
2022-02-28,Store_B,130,175,45,91,16,44
2022-03-01,Store_B,195,101,96,27,5,9
2022-03-02,Store_B,97,143,107,10,55,39
2022-03-03,Store_B,213,107,75,28,8,21
2022-03-04,Store_B,168,51,79,36,50,20
2022-03-05,Store_B,250,103,62,74,67,16
2022-03-06,Store_B,243,196,88,10,11,17
2022-03-07,Store_B,266,161,75,24,51,29
2022-03-08,Store_B,283,187,101,84,17,28
2022-03-09,Store_B,119,73,44,28,5,13
2022-03-10,Store_B,65,138,131,82,25,17
2022-03-11,Store_B,247,185,134,47,36,38
2022-03-12,Store_B,52,137,108,77,19,21
2022-03-13,Store_B,237,151,64,33,65,37
2022-03-14,Store_B,165,196,23,50,17,23
2022-03-15,Store_B,147,64,26,33,60,42
2022-03-16,Store_B,238,87,25,27,11,47
2022-03-17,Store_B,80,165,32,92,23,47
2022-03-18,Store_B,74,65,49,46,30,5
2022-03-19,Store_B,210,75,69,59,18,5
2022-03-20,Store_B,268,123,108,16,25,25
2022-03-21,Store_B,76,121,148,33,79,46
2022-03-22,Store_B,94,81,126,99,60,19
2022-03-23,Store_B,235,157,79,12,33,30
2022-03-24,Store_B,275,159,89,30,61,5
2022-03-25,Store_B,267,84,75,40,54,18
2022-03-26,Store_B,140,43,40,11,19,44
2022-03-27,Store_B,154,113,143,36,26,4
2022-03-28,Store_B,240,187,121,39,49,46
2022-03-29,Store_B,262,194,82,50,19,7
2022-03-30,Store_B,222,124,120,51,6,47
2022-03-31,Store_B,207,48,135,35,66,14
2022-04-01,Store_B,62,111,87,90,34,33
2022-04-02,Store_B,171,166,93,16,24,15
2022-04-03,Store_B,255,88,122,21,13,30
2022-04-04,Store_B,292,114,110,27,44,41
2022-04-05,Store_B,209,53,37,41,55,21
2022-04-06,Store_B,101,149,112,72,70,44
2022-04-07,Store_B,244,142,99,10,15,44
2022-04-08,Store_B,272,187,31,38,39,21
2022-04-09,Store_B,133,119,20,83,18,49
2022-04-10,Store_B,63,90,66,14,45,18
2022-04-11,Store_B,236,74,115,25,53,34
2022-04-12,Store_B,249,108,55,60,16,22
2022-04-13,Store_B,55,41,144,91,48,30
2022-04-14,Store_B,82,146,137,57,43,41
2022-04-15,Store_B,277,128,93,60,63,48
2022-04-16,Store_B,180,110,137,64,17,36
2022-04-17,Store_B,267,177,58,32,46,49
2022-04-18,Store_B,208,124,79,45,9,49
2022-04-19,Store_B,87,59,120,86,79,28
2022-04-20,Store_B,247,127,36,33,57,8
2022-04-21,Store_B,222,121,84,88,6,12
2022-04-22,Store_B,57,45,29,80,66,48
2022-04-23,Store_B,132,45,144,48,52,7
2022-04-24,Store_B,163,160,69,44,37,7
2022-04-25,Store_B,126,140,72,41,67,35
2022-04-26,Store_B,132,93,114,90,42,19
2022-04-27,Store_B,231,42,87,25,19,45
2022-04-28,Store_B,215,166,102,98,74,48
2022-04-29,Store_B,139,84,123,58,55,0
2022-04-30,Store_B,235,70,147,21,9,45
2022-05-01,Store_B,107,171,142,12,20,7
2022-05-02,Store_B,299,75,60,36,35,25
2022-05-03,Store_B,236,74,45,19,19,49
2022-05-04,Store_B,114,38,54,66,48,5
2022-05-05,Store_B,241,81,115,80,59,12
2022-05-06,Store_B,288,144,127,80,16,28
2022-05-07,Store_B,273,102,61,74,26,30
2022-05-08,Store_B,194,49,112,62,15,46
2022-05-09,Store_B,188,36,36,76,55,26
2022-05-10,Store_B,144,176,146,94,12,49
2022-05-11,Store_B,120,139,127,99,23,8
2022-05-12,Store_B,246,86,122,92,63,25
2022-05-13,Store_B,203,190,141,96,78,19
2022-05-14,Store_B,203,138,117,45,43,33
2022-05-15,Store_B,106,52,111,33,12,40
2022-05-16,Store_B,58,169,66,68,77,39
2022-05-17,Store_B,209,58,62,23,32,4
2022-05-18,Store_B,122,96,99,83,78,10
2022-05-19,Store_B,111,83,67,44,65,47
2022-05-20,Store_B,232,153,55,48,39,45
2022-05-21,Store_B,280,107,137,43,5,13
2022-05-22,Store_B,248,160,87,98,42,22
2022-05-23,Store_B,150,144,53,74,25,7
2022-05-24,Store_B,188,158,132,89,10,19
2022-05-25,Store_B,196,105,28,80,18,15
2022-05-26,Store_B,66,46,72,74,66,37
2022-05-27,Store_B,264,70,66,47,26,34
2022-05-28,Store_B,270,154,39,12,54,37
2022-05-29,Store_B,163,151,85,47,30,26
2022-05-30,Store_B,128,41,99,83,42,23
2022-05-31,Store_B,279,50,61,98,57,45
2022-06-01,Store_B,250,196,69,48,21,9
2022-06-02,Store_B,175,43,75,10,73,20
2022-06-03,Store_B,107,158,60,14,10,36
2022-06-04,Store_B,266,197,137,14,64,49
2022-06-05,Store_B,259,130,129,96,38,11
2022-06-06,Store_B,235,160,69,64,71,22
2022-06-07,Store_B,136,131,82,78,41,41
2022-06-08,Store_B,205,94,88,95,79,37
2022-06-09,Store_B,213,132,104,93,72,6
2022-06-10,Store_B,115,120,45,96,48,6
2022-06-11,Store_B,289,125,37,11,36,6
2022-06-12,Store_B,147,86,73,40,16,33
2022-06-13,Store_B,227,99,142,43,52,9
2022-06-14,Store_B,201,197,128,92,48,40
2022-06-15,Store_B,84,144,86,61,7,23
2022-06-16,Store_B,125,167,65,60,68,47
2022-06-17,Store_B,295,139,85,87,49,31
2022-06-18,Store_B,211,60,67,38,23,4
2022-06-19,Store_B,283,93,128,11,54,45
2022-06-20,Store_B,187,185,149,81,44,3
2022-06-21,Store_B,81,170,125,86,56,2
2022-06-22,Store_B,156,73,86,46,52,8
2022-06-23,Store_B,272,34,41,39,75,48
2022-06-24,Store_B,248,169,122,37,50,31
2022-06-25,Store_B,109,144,121,41,12,20
2022-06-26,Store_B,152,65,95,52,26,42
2022-06-27,Store_B,146,176,50,18,70,12
2022-06-28,Store_B,84,58,112,25,21,6
2022-06-29,Store_B,174,145,79,89,39,7
2022-06-30,Store_B,213,148,103,61,39,31
2022-07-01,Store_B,132,58,32,61,49,11
2022-07-02,Store_B,249,149,36,53,75,8
2022-07-03,Store_B,233,124,54,68,72,16
2022-07-04,Store_B,52,42,61,48,39,41
2022-07-05,Store_B,86,183,120,69,19,10
2022-07-06,Store_B,167,186,42,52,35,33
2022-07-07,Store_B,98,175,24,45,12,15
2022-07-08,Store_B,162,127,21,86,51,18
2022-07-09,Store_B,111,119,99,41,62,13
2022-07-10,Store_B,269,110,122,49,27,5
2022-07-11,Store_B,186,103,55,51,16,37
2022-07-12,Store_B,54,162,24,31,5,28
2022-07-13,Store_B,153,158,134,27,36,33
2022-07-14,Store_B,172,192,123,85,9,7
2022-07-15,Store_B,149,183,100,24,20,46
2022-07-16,Store_B,232,100,62,97,72,3
2022-07-17,Store_B,269,126,130,33,23,7
2022-07-18,Store_B,201,191,65,90,71,9
2022-07-19,Store_B,157,128,25,99,63,16
2022-07-20,Store_B,136,172,108,63,52,12
2022-07-21,Store_B,98,34,117,11,39,5
2022-07-22,Store_B,202,53,108,44,29,41
2022-07-23,Store_B,56,134,78,35,10,32
2022-07-24,Store_B,264,132,129,73,23,31
2022-07-25,Store_B,97,112,80,68,25,37
2022-07-26,Store_B,65,124,79,81,35,3
2022-07-27,Store_B,299,64,75,12,59,36
2022-07-28,Store_B,165,155,44,51,65,8
2022-07-29,Store_B,257,158,36,89,72,32
2022-07-30,Store_B,166,98,110,56,48,22
2022-07-31,Store_B,266,185,126,73,31,37
2022-08-01,Store_B,231,50,56,36,29,36
2022-08-02,Store_B,273,74,84,43,18,14
2022-08-03,Store_B,50,76,53,32,45,29
